pmcid,title,doi,license,journal,n_sections,n_chars
PMC13161424,Aflibercept 8 mg treat-and-extend pathway for the treatment of neovascular age-related macular degeneration: guidance from a UK expert panel,10.1038/s41433-025-04180-8,CC BY 4.0,Eye,20,28969
PMC13163223,Diagnostic Utility of Paton’s Folds and Quantitative OCT Metrics in Pediatric Papilledema,10.1016/j.ophtha.2026.01.002,CC BY 4.0,Ophthalmology,10,19312
PMC13166389,Characterizing and assessing vision‐related quality of life among patients discontinued treatment for neovascular age‐related macular degeneration,10.1111/aos.70044,CC BY 4.0,Acta Ophthalmologica,13,31295
PMC13166394,Management of retinopathy of prematurity in a tertiary referral neonatal intensive care unit: Treatment rates and the impact of outsourcing laser therapy,10.1111/aos.70029,CC BY 4.0,Acta Ophthalmologica,16,32214
PMC13166401,Outcome parameters in studies investigating dry eye disease: A systematic literature review,10.1111/aos.70031,CC BY 4.0,Acta Ophthalmologica,16,24744
PMC13166403,Anterior chamber flare and central macular thickness after trabeculectomy versus after phacoemulsification,10.1111/aos.70032,CC BY 4.0,Acta Ophthalmologica,17,29240
PMC13166381,"Axial length, myopia progression, and myopic maculopathy in Stickler syndrome",10.1111/aos.70030,CC BY 4.0,Acta Ophthalmologica,16,26887
PMC13166387,Long‐term outcomes of nationwide coordinated neovascular AMD treatment: A study based on Polish national registry,10.1111/aos.70040,CC BY 4.0,Acta Ophthalmologica,10,40711
PMC13166375,Effect of chilled eye drops on postoperative pain sensation after phototherapeutic keratectomy: Randomised controlled clinical trial,10.1111/aos.70033,CC BY 4.0,Acta Ophthalmologica,15,32644
PMC13166397,The prechoroidal cleft in neovascular age‐related macular degeneration,10.1111/aos.70035,CC BY 4.0,Acta Ophthalmologica,20,27018
PMC13156724,Comparing the Generalizability of Multiregional versus Locally Trained Deep Learning Models for Trachoma Detection,10.1016/j.xops.2026.101184,CC BY 3.0,Ophthalmology Science,11,22887
PMC13151313,Hypertensive retinopathy as a masquerade neuroretinitis in a child: a case report,10.1186/s12886-026-04791-z,CC BY 4.0,BMC Ophthalmology,4,10732
PMC13150933,"Epidemiology of Astigmatism in Japan: Analysis of More Than 9,000,000 Spectacle Prescriptions",10.1167/iovs.67.4.67,CC BY 4.0,Investigative Ophthalmology & Visual Science,14,28808
PMC13151116,A rare presentation of solitary orbital cysticercosis,10.1186/s12886-026-04768-y,CC BY 4.0,BMC Ophthalmology,10,10968
PMC13141698,Zero Warm Ischemia Time in Whole-Eye Transplantation through Retrograde Extracorporeal Perfusion,10.1016/j.xops.2026.101183,CC BY 4.0,Ophthalmology Science,13,18161
PMC13139983,Exposure to Type 1 and Type 2 Maternal Diabetes is Associated with Stage 3-5 Retinopathy of Prematurity,10.1016/j.xops.2026.101143,CC BY 4.0,Ophthalmology Science,8,23085
PMC13141249,RNA sequencing and bioinformatics analysis of blood from patients with cortical cataracts,10.1186/s12886-026-04764-2,CC BY 4.0,BMC Ophthalmology,20,30926
PMC13137689,Changes in visual acuity and corneal aberrations after presbyopia correction using micro-monovision multifocal bi-aspheric ablation: six-month results,10.1186/s12886-026-04741-9,CC BY 4.0,BMC Ophthalmology,14,46117
PMC13134298,Optical coherence tomography findings in Duchenne muscular dystrophy,10.1186/s12886-026-04756-2,CC BY 4.0,BMC Ophthalmology,8,26387
PMC13127330,Patterns of X-Linked Retinitis Pigmentosa Genetic Testing in England and Implications for Service Provision,10.1016/j.xops.2026.101180,CC BY 4.0,Ophthalmology Science,12,26990
PMC13126495,Volumetric Analysis of Perimetry Tests to Guide Central Testing: The Functional Vulnerability Zone,10.1016/j.xops.2026.101152,CC BY 4.0,Ophthalmology Science,18,38183
PMC13126745,Correlation between the expression levels of miR-199a-3p and FN1 in serum and aqueous humor and the severity of type 2 diabetic retinopathy in a Chinese population,10.1186/s12886-026-04838-1,CC BY 4.0,BMC Ophthalmology,21,42503
PMC13126922,Effect of calcium dobesilate on intraretinal cysts and exudates in non-proliferative diabetic retinopathy: a Fiji ImageJ analysis,10.1186/s12886-026-04750-8,CC BY 4.0,BMC Ophthalmology,9,26838
PMC13123605,"Aqueous Humor Biomarkers, Efficacy, and Safety in Patients with Naïve Diabetic Macular Edema Treated with Faricimab: The ALTIMETER Study",10.1016/j.xops.2026.101129,CC BY 4.0,Ophthalmology Science,23,37408
PMC13112496,Postoperative Risk and Climate Exposure: A Retrospective Study of Incisional Glaucoma Surgery Outcomes,10.1167/tvst.15.4.24,CC BY 4.0,Translational Vision Science & Technology,28,36506
PMC13112495,Associations of Frailty Index and Composite Dietary Antioxidant Index With Major Ocular Diseases and Analysis of Component Contributions: A Cross-Sectional Study,10.1167/tvst.15.4.25,CC BY 4.0,Translational Vision Science & Technology,15,30969
PMC13112492,Macular Pigment Optical Density Levels Reflect Retinal Remodeling in Lamellar Macular Holes,10.1167/iovs.67.4.58,CC BY 4.0,Investigative Ophthalmology & Visual Science,12,25801
PMC13109897,Importance of Type and Direction of Eyelid Sliding to Mimic Blinking In Vitro for Dry Eye Disease and Contact Lens Research,10.1167/iovs.67.4.56,CC BY 4.0,Investigative Ophthalmology & Visual Science,12,19813
PMC13110070,The Effect of Semaglutide and GLP-1 RAs on Risk of Nonarteritic Anterior Ischemic Optic Neuropathy,10.1016/j.ajo.2025.02.025,CC BY 4.0,American journal of ophthalmology,12,19098
PMC13107258,Maternal Risk Factors for Retinopathy of Prematurity in Korea: A Nationwide Population-Based Study,10.1016/j.xops.2026.101088,CC BY 4.0,Ophthalmology Science,9,17040
PMC13107991,RetinaDetachNet: Automated Deep Learning Quantification of Photoreceptor Cell Death for Neuroprotection Studies in Experimental Retinal Detachment,10.1167/tvst.15.4.23,CC BY 4.0,Translational Vision Science & Technology,21,31539
PMC13107994,Genetic Architecture of Trans-Laminar Cribrosa Pressure Difference and Primary Open-Angle Glaucoma,10.1167/iovs.67.4.51,CC BY 4.0,Investigative Ophthalmology & Visual Science,18,22870
PMC13107717,Visual acuity and retinal thickness outcomes following anti-VEGF therapy in RVO: influence of early vs. delayed treatment,10.1186/s12886-026-04667-2,CC BY 4.0,BMC Ophthalmology,14,24349
PMC13104790,Retinal OCT Parameters and Physiological Dynamics as an Effect of Anesthesia in C57BL/6J Mice,10.1167/iovs.67.4.50,CC BY 4.0,Investigative Ophthalmology & Visual Science,11,29131
PMC13099463,Fundus Stretch Index: A Centile-Based Retinal Measure of Myopia,10.1016/j.xops.2026.101162,CC BY 4.0,Ophthalmology Science,14,26559
PMC13101388,Severity of hypertensive retinopathy and its determinants among adult patients attending ophthalmic centers in Northern Ethiopia: A multicenter cross-sectional study,10.1186/s12886-026-04846-1,CC BY 4.0,BMC Ophthalmology,34,30435
PMC13101838,Insulin Induces Outer Blood–Retinal Barrier Disruption via Downregulation of Claudin-19,10.1167/iovs.67.4.39,CC BY 4.0,Investigative Ophthalmology & Visual Science,23,31483
PMC13101856,Association of Remnant Cholesterol With the Retinal Capillary Plexus,10.1167/tvst.15.4.18,CC BY 4.0,Translational Vision Science & Technology,14,22315
PMC13101836,Evaluation of Microcirculation at the Optic Nerve Head in Eyes With Keratoconus,10.1167/iovs.67.4.25,CC BY 4.0,Investigative Ophthalmology & Visual Science,11,15797
PMC13101243,A clinical prediction tool for ocular hypertension following silicone oil tamponade in rhegmatogenous retinal detachment,10.1186/s12886-026-04728-6,CC BY 4.0,BMC Ophthalmology,14,26861
PMC13101202,A novel optical sign in keratoconus: the Halo Sign and its clinical characteristics,10.1186/s12886-026-04718-8,CC BY 4.0,BMC Ophthalmology,18,27415
PMC13098588,Genetic and Phenotypic Characterization of a Large Cohort of Patients with BBS1-Retinopathy,10.1016/j.xops.2026.101164,CC BY 4.0,Ophthalmology Science,21,34954
PMC13096951,Fundus Autofluorescence as a Sensitive Biomarker of Disease Progression in Bietti Crystalline Dystrophy,10.1016/j.xops.2026.101166,CC BY 4.0,Ophthalmology Science,10,21954
PMC13094047,Analysis of macular microvasculature changes in human immunodeficiency virus infection using swept-source OCT angiography,10.1186/s12886-026-04822-9,CC BY 4.0,BMC Ophthalmology,17,21273
PMC13094163,Physical activity and the risk of cataract and age-related macular degeneration: a systematic review and meta-analysis of cohort studies,10.1186/s12886-026-04721-z,CC BY 4.0,BMC Ophthalmology,17,29338
PMC13091865,OCTA in age-related macular degeneration: consensus on practical guidelines for optimal imaging strategies across different clinical scenarios,10.1007/s00417-026-07194-4,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,10,35559
PMC13091899,Geographic atrophy in age-related macular degeneration: phenotypic characterisation for clinical trial consideration,10.1007/s00417-026-07153-z,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,17,35474
PMC13091876,Outcomes and predictive factors in scleral buckle surgery for rhegmatogenous retinal detachments,10.1007/s00417-025-07093-0,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,6,22560
PMC13091880,Fluorescence lifetime imaging ophthalmoscopy (FLIO) of patients with neovascular age-related macular degeneration before and after treatment with intravitreal ranibizumab,10.1007/s00417-025-07103-1,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,13,24010
PMC13091851,Factors influencing the long-term-success of the XEN gel stent,10.1007/s00417-025-07104-0,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,21,23560
PMC13091893,Petrolatum-based ointment application induces swelling of the PRESERFLO Microshunt,10.1007/s00417-025-07075-2,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,12,21139
PMC13091869,VEGF-inhibitor switch trial in poor-responsive neovascular age-related macular degeneration: assessing brolucizumab vs. faricimab: VISTA study,10.1007/s00417-025-07091-2,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,11,19877
PMC13091890,Unexplained long-term increase in intraocular pressure during the treatment of macular disease with intravitreal anti-VEGF,10.1007/s00417-025-07100-4,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,11,17411
PMC13091843,Benign foveal retinal pigment epithelium hypopigmentation without functional loss: pediatric case series,10.1007/s00417-025-07074-3,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,11,13098
PMC13091870,Real-world treatment outcomes of aflibercept versus bevacizumab for neovascular age-related macular degeneration,10.1007/s00417-025-07082-3,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,12,21015
PMC13088400,"Knowledge, attitude, and self-care practice regarding glaucoma among hospital workers at a tertiary center in South-South Nigeria",10.1186/s12886-026-04832-7,CC BY 4.0,BMC Ophthalmology,10,23743
PMC13089662,Spatial Learning in Naturalistic Search With Simulated Vision Loss,10.1167/tvst.15.4.10,CC BY 4.0,Translational Vision Science & Technology,20,57780
PMC13089652,Rexinoid NEt-3IB Promotes Resident Macrophage Gene Expression and Mitigates Desiccation-Induced Ocular Surface Disease,10.1167/iovs.67.4.31,CC BY 4.0,Investigative Ophthalmology & Visual Science,19,38427
PMC13089656,The Genetic Landscape of Inherited Retinal Diseases in the Israeli Population,10.1167/iovs.67.4.24,CC BY 4.0,Investigative Ophthalmology & Visual Science,17,24249
PMC13088794,Gelatinous drop-like amyloid in FOXC2 distichiasis syndrome: a case report,10.1186/s12886-026-04800-1,CC BY 4.0,BMC Ophthalmology,4,10580
PMC13088404,Parafoveal retinal function of epiretinal membrane foveoschisis: a pilot comparison among ERM phenotypes using MP-3 microperimetry,10.1186/s12886-026-04726-8,CC BY 4.0,BMC Ophthalmology,22,31497
PMC13084673,Accurate Prediction of Humphrey 10-2 Visual Fields in Glaucoma from a Single Rapid IMOvifa 24plus(1-2),10.1016/j.xops.2026.101127,CC BY 4.0,Ophthalmology Science,9,24989
PMC13084662,Applications of Generative Artificial Intelligence for Strabismus Surgery Video-Based Education,10.1016/j.xops.2026.101144,CC BY 4.0,Ophthalmology Science,7,19162
PMC13084404,Reduction in Pigment Epithelial Detachment Thickness with Faricimab versus Aflibercept 2 mg during Head-to-Head Dosing in TENAYA/LUCERNE,10.1016/j.xops.2026.101148,CC BY 4.0,Ophthalmology Science,13,22532
PMC13085544,Anatomical effects of ablation of the anterior retina in small animal eyes,10.1186/s12886-026-04818-5,CC BY 4.0,BMC Ophthalmology,17,29671
PMC13086169,The Application of a Deep Learning Algorithm for the Segmentation of Retinal Nerve Fiber Layer Across Different Optic Neuropathies,10.1167/tvst.15.4.7,CC BY 4.0,Translational Vision Science & Technology,15,38973
PMC13085603,Quantifying changes in retinal non-perfusion over time with ultra-widefield fluorescein angiography following intravitreal treatment of diabetic retinopathy,10.1186/s12886-026-04708-w,CC BY 4.0,BMC Ophthalmology,10,23683
PMC13085608,A case of uveitis and retinal vasculitis induced by varicella-zoster virus: vitrectomy treatment and literature review,10.1186/s12886-026-04710-2,CC BY 4.0,BMC Ophthalmology,7,16318
PMC13081673,Predictions of Through-Focus Performance of Presbyopia-Correcting Intraocular Lenses in Presbyopic Subjects Using a Visual Simulator,10.1016/j.xops.2026.101140,CC BY 4.0,Ophthalmology Science,16,30490
PMC13077815,"Visual outcome, safety, and complications of iris suture fixation versus iris claw fixation for aphakic correction: a prospective randomized study",10.1186/s12886-026-04785-x,CC BY 4.0,BMC Ophthalmology,18,25643
PMC13077964,Factors influencing the success of patch therapy in patients with intermittent exotropia: a retrospective case-control study,10.1186/s12886-026-04774-0,CC BY 4.0,BMC Ophthalmology,8,19747
PMC13069343,Hypoxia-Induced Ferroptosis Resistance Drives Orbital Fibrosis in Thyroid Eye Disease,10.1167/iovs.67.4.15,CC BY 4.0,Investigative Ophthalmology & Visual Science,22,27106
PMC13067133,Nonexudative Macular Neovascularization in Age-Related Macular Degeneration,10.1001/jamaophthalmol.2026.0459,CC BY 4.0,JAMA Ophthalmology,17,19526
PMC13068024,Short-Term Effects of Orthokeratology Treatment Zone Decentration on Choroidal Thickness and Vasculature,10.1167/tvst.15.4.1,CC BY 4.0,Translational Vision Science & Technology,23,19248
PMC13061995,Dropless cataract surgery: comparing sub-Tenon’s and topical steroids for postoperative inflammation prophylaxis,10.1038/s41433-026-04309-3,CC BY 4.0,Eye,15,19985
PMC13062002,Influence of inflammatory and metabolic factors on keratoconus risk: a causal inference analysis,10.1038/s41433-026-04281-y,CC BY 4.0,Eye,8,20533
PMC13061954,Morphological plasticity and visual acuity in the natural course of epiretinal membrane-foveoschisis: A longitudinal OCT study,10.1038/s41433-026-04304-8,CC BY 4.0,Eye,14,32782
PMC13061926,Variations in prevalence of retinopathy of prematurity (ROP) and completeness of screening in five units within a South African region: a register-based study,10.1038/s41433-026-04257-y,CC BY 4.0,Eye,13,18632
PMC13062013,Changing practice of macular hole surgery in the UK (2017–2024),10.1038/s41433-025-04238-7,CC BY 4.0,Eye,6,3471
PMC13062072,The progressive journey of poor-responder neovascular AMD: tracking structural evolution and visual decline over time,10.1038/s41433-026-04306-6,CC BY 4.0,Eye,19,29269
PMC13062077,Neurotrophic keratopathy in childhood: advances in understanding of pathogenesis and management,10.1038/s41433-026-04278-7,CC BY 4.0,Eye,28,30169
PMC13059305,Using OCT Angiography to Predict Diabetic Retinopathy Progression and Vision Decline in a Multiethnic Cohort,10.1016/j.xops.2026.101111,CC BY 4.0,Ophthalmology Science,11,31541
PMC13059302,Association of Seasonal Hyperacute Panuveitis Syndrome with S. pneumoniae Endophthalmitis,10.1016/j.xops.2026.101128,CC BY 4.0,Ophthalmology Science,4,22878
PMC13060727,“Look Versus See”: Does Varying Fellow Eye Contrast Affect Perception of the Amblyopic Eye?,10.1167/iovs.67.4.6,CC BY 4.0,Investigative Ophthalmology & Visual Science,19,40479
PMC13058672,Advances in the genetics of refractive errors: Contributions from the CREAM consortium,10.1111/aos.70025,CC BY 4.0,Acta Ophthalmologica,11,29628
PMC13058671,"Incidence, risk factors, and outcomes of numerical hypotony and choroidal effusion following PRESERFLO MicroShunt implantation",10.1111/aos.70018,CC BY 4.0,Acta Ophthalmologica,18,44701
PMC13058669,Neovascular age‐related macular degeneration without drusen,10.1111/aos.70010,CC BY 4.0,Acta Ophthalmologica,10,31291
PMC13058678,Exploring the histopathological signature of repeat‐mediated Fuchs endothelial corneal dystrophy,10.1111/aos.70014,CC BY 4.0,Acta Ophthalmologica,13,21202
PMC13058683,Characterization of retinal pigment epithelium layer in healthy and diseased retinas with high‐resolution adaptive optics transscleral flood illumination imaging,10.1111/aos.70016,CC BY 4.0,Acta Ophthalmologica,15,39850
PMC13058674,Exploring ocular fundus morphology in relation to growth in adolescents born moderate‐to‐late preterm,10.1111/aos.70011,CC BY 4.0,Acta Ophthalmologica,21,25018
PMC13058677,Topiramate‐induced acute angle closure with suprachoroidal effusion: Insights from a novel ultra‐wide‐field OCT device,10.1111/aos.70012,CC BY 4.0,Acta Ophthalmologica,4,8606
PMC13058689,"The longitudinal associations of reading, writing and screen time with myopia at age 9 years among children from the GUSTO birth cohort",10.1111/aos.70009,CC BY 4.0,Acta Ophthalmologica,15,24066
PMC13058684,Pregnancy as a risk factor for central serous chorioretinopathy: A systematic review and meta‐analysis,10.1111/aos.70013,CC BY 4.0,Acta Ophthalmologica,14,20419
PMC13058685,Power and clinical utility of mesopic microperimetry analysis strategies in age‐related macular degeneration,10.1111/aos.70008,CC BY 4.0,Acta Ophthalmologica,17,22026
PMC13058676,Customizing AI‐based screening with real‐world data: Practical insights from diabetic retinopathy,10.1111/aos.17591,CC BY 4.0,Acta Ophthalmologica,15,27508
PMC13058681,Real‐world outcomes of aflibercept 8 mg in patients previously treated for neovascular age‐related macular degeneration,10.1111/aos.17590,CC BY 4.0,Acta Ophthalmologica,19,31757
PMC13058686,"Congenital aniridia: European COST action ANIRIDIA‐NET guidelines for diagnosis, management and care",10.1111/aos.17587,CC BY 4.0,Acta Ophthalmologica,15,41761
PMC13053747,The Lid Wiper Effect on Corneal Epithelial Thickness Pattern in Healthy Eyes as Characterized by Zernike Analysis,10.1016/j.xops.2026.101133,CC BY 4.0,Ophthalmology Science,14,18332
PMC13056006,“Eye-Conic” Spatial Transcriptomics Reveals the Layer-Specific Molecular Alterations in Corneas of Patients With Keratoconus,10.1167/iovs.67.4.7,CC BY 4.0,Investigative Ophthalmology & Visual Science,28,35965
PMC13052447,Identification of Brimonidine as a Novel Substrate of Organic Cation Transporters OCT2 and MATE1 Expressed in Human Eye,10.1167/iovs.67.4.4,CC BY 4.0,Investigative Ophthalmology & Visual Science,15,27243
PMC13047794,Descemet membrane endothelial keratoplasty in patients after radiation therapy for uveal melanoma,10.1186/s12886-026-04787-9,CC BY 4.0,BMC Ophthalmology,11,17328
PMC13045052,Diabetic retinopathy screening in a high-latitude rural population of Northern Norway,10.1186/s12886-026-04783-z,CC BY 4.0,BMC Ophthalmology,23,21639
PMC13044628,"Carbon Dioxide Euthanasia Selectively Affects Physiology of Murine Retinal Cells, Implicating Carbonic Anhydrase-Expressing Cell Populations",10.1167/iovs.67.3.61,CC BY 4.0,Investigative Ophthalmology & Visual Science,19,40027
PMC13040984,Self-limiting isolated choroidal granuloma with serous retinal detachment: atypical cat scratch disease without feline exposure,10.1186/s12886-026-04711-1,CC BY 4.0,BMC Ophthalmology,7,14356
PMC13041650,"Aging, oxidative stress, and cataracts: Therapeutic prospects and translational insights into peroxiredoxin 6",10.1016/j.preteyeres.2026.101444,CC BY 4.0,Progress in retinal and eye research,26,55224
PMC13037739,"Terahertz Photons Promote Corneal Injury Repair via Epithelial Proliferation, Migration, and Inflammation Reduction",10.1167/iovs.67.3.56,CC BY 4.0,Investigative Ophthalmology & Visual Science,17,20369
PMC13037744,The P23H Rhodopsin Mouse Model Reveals a Novel Interaction Between the Endoplasmic Reticulum and Connecting Cilium Rootlet Within Photoreceptors,10.1167/iovs.67.3.57,CC BY 4.0,Investigative Ophthalmology & Visual Science,15,25586
PMC13037743,"Meibum Lipid Saturation Related to Dry Eye, Age, and Sex Using Nuclear Magnetic Resonance Spectroscopy",10.1167/iovs.67.3.60,CC BY 4.0,Investigative Ophthalmology & Visual Science,17,21931
PMC13037736,AAV2-Retro–Mediated Gene Transfer Selectively Targets Outer Retinal Cells Following Intravitreal Injection,10.1167/iovs.67.3.54,CC BY 4.0,Investigative Ophthalmology & Visual Science,15,23294
PMC13034591,"Agreement between a swept-source optical coherence tomography and dual Scheimpflug Placido analyser in healthy, keratoconus suspect and keratoconus eyes",10.1186/s12886-026-04730-y,CC BY 4.0,BMC Ophthalmology,11,22489
PMC13034998,The Relationship of the Red Cell Distribution Width-to-Albumin Ratio and Other Inflammatory Markers With Cataracts: An Analysis of the NHANES Population,10.1167/tvst.15.3.25,CC BY 4.0,Translational Vision Science & Technology,12,25412
PMC13032226,Morphologic assessment of photoreceptors after idiopathic epiretinal membrane surgery with adaptive-optics SLO,10.1186/s12886-026-04681-4,CC BY 4.0,BMC Ophthalmology,15,27295
PMC13023226,Collaborative Multiscale and Wavelet-Based Fusion Network for Leakage Area Semantic Segmentation of Ultrawide Field Fluorescein Angiography,10.1167/tvst.15.3.22,CC BY 4.0,Translational Vision Science & Technology,15,41391
PMC13019321,"Assessment of Correctness, Content Omission, and Risk of Harm in Large Language Model Responses to Ophthalmology Continuing Medical Education Questions",10.1016/j.xops.2026.101130,CC BY 4.0,Ophthalmology Science,7,20459
PMC13019322,Novel Systemic Associations of Idiopathic Epiretinal Membrane Identified via Machine Learning,10.1016/j.xops.2026.101124,CC BY 4.0,Ophthalmology Science,12,24288
PMC13019100,Prevalence and Risk Factors for Keratoconus in Young Adults Assessed with Tomography and Corneal Biomechanics: A Prospective Cross-Sectional Study,10.1016/j.xops.2026.101109,CC BY 4.0,Ophthalmology Science,11,25963
PMC13020118,Identification of COL4A2 as a Biomarker of Extracellular Matrix Remodeling and Vascular Scaffold in Choroid for Myopia,10.1167/iovs.67.3.31,CC BY 4.0,Investigative Ophthalmology & Visual Science,17,28875
PMC13014881,Explantation of Implantable Collamer Lenses due to high intraocular pressure in a highly hyperopic patient: a case report,10.1186/s12886-026-04757-1,CC BY 4.0,BMC Ophthalmology,4,15396
PMC13013963,Risk of retinal vein occlusions in patients taking systemic tyrosine kinase inhibitors,10.1038/s41433-026-04240-7,CC BY 4.0,Eye,8,23475
PMC13013961,Hyperreflective choroidal foci may predict pachychoroid macular atrophy development in central serous chorioretinopathy,10.1038/s41433-026-04277-8,CC BY 4.0,Eye,22,33693
PMC13013609,Biologic therapy is associated with reduced ocular disease in psoriasis: a real-world study,10.1038/s41433-026-04274-x,CC BY 4.0,Eye,18,24140
PMC13013631,SPECTRUM: early clinical experience from the first global real-world study of aflibercept 8 mg in patients with neovascular age-related macular degeneration,10.1038/s41433-026-04260-3,CC BY 4.0,Eye,5,3328
PMC13013908,An updated analysis of large language model performance on ophthalmology speciality examinations,10.1038/s41433-026-04262-1,CC BY 4.0,Eye,1,49
PMC13013807,Orthoptic stroke services in the UK and Ireland: how have they evolved?,10.1038/s41433-026-04243-4,CC BY 4.0,Eye,10,23064
PMC13013638,Pickleball and Ball Sports-Related Ocular Trauma in the United States,10.1038/s41433-025-04192-4,CC BY 4.0,Eye,11,30668
PMC13013962,Predicting progression to proliferative diabetic retinopathy using automated versus manual quantification of retinal haemorrhages,10.1038/s41433-025-04205-2,CC BY 4.0,Eye,11,22047
PMC13013728,Investigation of 3D choroidal components in myopic populations using ultra-widefield OCTA,10.1038/s41433-025-04203-4,CC BY 4.0,Eye,18,27221
PMC13011035,Intermediate Term Results of a Novel Minimally Invasive Keratoprosthesis,10.1016/j.xops.2026.101117,CC BY 4.0,Ophthalmology Science,17,30063
PMC13011244,Clinical and OCT Predictors of Refractory Vogt–Koyanagi–Harada Disease,10.1016/j.xops.2026.101123,CC BY 4.0,Ophthalmology Science,10,19055
PMC13012192,Retinal Characteristics in Eyes With Retinal Vein Occlusion Using Widefield Swept-Source Optical Coherence Tomography Angiography,10.1167/iovs.67.3.45,CC BY 4.0,Investigative Ophthalmology & Visual Science,13,26039
PMC13012194,The Effect of the Capsular Bag on the Optical Performance of an IOL Measured in an Ex Vivo Model,10.1167/iovs.67.3.46,CC BY 4.0,Investigative Ophthalmology & Visual Science,16,28214
PMC13007564,Endogenous Therapeutic Agents for Acute Corneal and Ocular Surface Injuries,10.1167/tvst.15.3.16,CC BY 4.0,Translational Vision Science & Technology,19,40285
PMC13007563,Skin Melanin Content and the Foveal Avascular Zone Correlation in a Healthy White Population,10.1167/iovs.67.3.43,CC BY 4.0,Investigative Ophthalmology & Visual Science,14,23220
PMC13005484,Corneal morphological changes after discontinuation of long-term orthokeratology and SMILE surgery outcomes: a retrospective comparative study,10.1186/s12886-026-04673-4,CC BY 4.0,BMC Ophthalmology,10,29014
PMC13002722,"Epidemiology, biometric features and risk factors of pseudoexfoliation syndrome among cataract patients: a hospital-based study in Apulia",10.1007/s00417-026-07116-4,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,30,27427
PMC13002709,Medication-associated thyroid eye disease: a review,10.1007/s00417-025-07089-w,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,9,22674
PMC13002716,Utilizing artificial intelligence for the diagnosis of ocular surface squamous neoplasia with ultrasound biomicroscopy images,10.1007/s00417-025-07034-x,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,11,23925
PMC13002663,The role of systemic inflammation in patients with conjunctivochalasis,10.1007/s00417-025-07101-3,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,8,15171
PMC13002699,Telangiectatic capillaries remodel over time in eyes with persistent diabetic macular edema,10.1007/s00417-025-07080-5,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,5,17174
PMC13002685,Initiation of a global consortium to study the progression of age-related macular degeneration: RIMR AMD consortium report # 1,10.1007/s00417-025-07081-4,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,9,24911
PMC13002760,Effect of OTX-101 0.09% ciclosporin solution on clinical signs of dry eye disease in patients with moderate-to-severe corneal damage: a post-hoc analysis of randomized clinical trials,10.1007/s00417-025-07054-7,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,13,19889
PMC13002668,"Idiopathic macular telangiectasia type 1: Clinical, multimodal imaging features and response to treatment",10.1007/s00417-025-07042-x,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,7,20739
PMC13002746,Quantitative assessment of ophthalmic viscosurgical device retention during phacoemulsification and aspiration: an ex vivo analysis,10.1007/s00417-025-07073-4,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,9,19976
PMC13002641,"Objective assessment of graft clarity and recurrence after penetrating keratoplasty for granular, lattice and macular corneal dystrophy using scheimpflug densitometry",10.1007/s00417-025-07050-x,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,20,26603
PMC13002660,Portable perimetry devices for glaucoma patients –practicality in daily clinical practice and glaucoma expert assessment,10.1007/s00417-025-07028-9,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,12,27117
PMC13002761,The role of LHEP in spontaneous closure of full-thickness macular holes,10.1007/s00417-025-07043-w,CC BY 4.0,Graefe's Archive for Clinical and Experimental Ophthalmology,1,1788
PMC12997207,A Datasheet for the Age-Related Eye Disease Study (AREDS) on the database of Genotypes and Phenotypes,10.1016/j.xops.2026.101115,CC BY 4.0,Ophthalmology Science,23,26429
PMC12993142,Association of Air Pollution Exposure with Incident Cataract Surgery and Neovascular Age-Related Macular Degeneration in 2 French Nationwide Cohorts,10.1016/j.xops.2026.101099,CC BY 4.0,Ophthalmology Science,15,31650
PMC12993124,"Expert Consensus on Characteristics, Etiology, and Management of Chorioretinal Atrophy in Patients Treated with Voretigene Neparvovec",10.1016/j.xops.2026.101090,CC BY 4.0,Ophthalmology Science,16,37089
PMC12990333,Quantitative Assessment of the Extent of Retinal Vascularization in Retinopathy of Prematurity,10.1016/j.xops.2026.101114,CC BY 4.0,Ophthalmology Science,15,18703
